word,rt,acc,wordLength,realpseudo,subj
te,3.122015,1,2,pseudo,23
cok,0.890805,1,3,pseudo,23
de,1.15196,1,2,pseudo,23
fatter,1.032945,1,6,real,23
acquisitiveness,1.04425,0,15,real,23
bawed,6.27528,1,5,pseudo,23
arsher,1.886055,0,6,pseudo,23
swane,2.21831,1,5,pseudo,23
impoverish,1.768685,1,10,real,23
testify,1.432615,1,7,real,23
sun,0.805545,1,3,real,23
library,0.795735,1,7,real,23
imeyits,1.89169,0,7,pseudo,23
going,0.927995,1,5,real,23
see,0.62607,1,3,real,23
runey,0.883805,0,5,pseudo,23
mun,0.932645,1,3,pseudo,23
arm,0.70958,1,3,real,23
collapse,1.152455,1,8,real,23
alk,1.112485,1,3,pseudo,23
jewel,1.332555,0,5,real,23
dooseful,0.148505,1,8,pseudo,23
land,0.74153,1,4,real,23
part,0.75115,1,4,real,23
wass,0.96943,1,4,pseudo,23
napery,1.21698,0,6,real,23
warpen,1.45016,1,6,pseudo,23
contive,0.79474,1,7,pseudo,23
strarms,1.34949,1,7,pseudo,23
lant,1.650255,1,4,pseudo,23
collosks,1.283895,1,8,pseudo,23
me,1.1935,1,2,real,23
wared,1.63365,1,5,pseudo,23
tice,1.350095,1,4,pseudo,23
fite,1.591625,0,4,pseudo,23
stail,0.093155,0,5,pseudo,23
milk,0.733835,1,4,real,23
resolve,1.116665,1,7,real,23
nop,1.536475,0,3,pseudo,23
left,0.65296,0,4,real,23
man,0.718055,1,3,real,23
time,0.51269,1,4,real,23
stain,0.816975,1,5,real,23
and,0.50372,1,3,real,23
plane,0.61813,1,5,real,23
doubtful,0.96864,1,8,real,23
ston,1.233595,0,4,pseudo,23
distides,0.09345,1,8,pseudo,23
bangs,0.93456,1,5,real,23
contain,1.099465,1,7,real,23
idthepiates,1.642945,1,11,pseudo,23
stass,1.21555,1,5,pseudo,23
pame,0.69364,1,4,pseudo,23
han,0.9004,1,3,pseudo,23
fistory,0.595905,1,7,pseudo,23
immiterise,0.46864,1,10,pseudo,23
we,0.568215,1,2,real,23
stamp,0.45485,1,5,real,23
roder,1.100975,1,5,pseudo,23
money,0.48729,1,5,real,23
strange,0.65001,1,7,real,23
distance,0.80697,1,8,real,23
ggnoi,0.622965,1,5,pseudo,23
waves,0.52509,1,5,real,23
ees,0.482945,1,3,pseudo,23
fimp,0.57872,0,4,pseudo,23
ways,0.722535,1,4,real,23
molk,0.66911,0,4,pseudo,23
him,0.716085,1,3,real,23
ase,0.56712,1,3,pseudo,23
kind,0.642355,1,4,real,23
business,0.608935,1,8,real,23
cow,0.43183,1,3,real,23
ancrusinishness,0.707525,1,15,pseudo,23
answer,0.72021,1,6,real,23
hom,0.56957,1,3,pseudo,23
appropriates,0.585165,1,12,real,23
once,0.4893,0,4,real,23
rebosks,0.84418,1,7,pseudo,23
wndo,0.577595,1,4,pseudo,23
seadrill,0.53398,1,8,pseudo,23
speveal,0.659055,1,7,pseudo,23
fattify,0.543545,1,7,pseudo,23
baafness,0.482285,1,8,pseudo,23
river,0.582485,1,5,real,23
down,0.56582,1,4,real,23
garden,0.58302,1,6,real,23
find,0.5016,1,4,real,23
leld,1.639665,1,4,pseudo,23
stop,0.558145,1,4,real,23
nap,0.81592,1,3,real,23
special,0.915675,1,7,real,23
kile,0.885925,1,4,pseudo,23
hitter,1.353895,1,6,pseudo,23
oenc,1.36967,0,4,pseudo,23
vosery,0.9405,1,6,pseudo,23
fish,0.719235,1,4,real,23
seashell,0.904315,1,8,real,23
jixel,0.715855,1,5,pseudo,23
imagine,0.676005,1,7,real,23
short,0.680875,1,5,real,23
med,0.81624,0,3,pseudo,23
inside,0.634695,1,6,real,23
nurger,1.069135,0,6,pseudo,23
albust,1.151385,1,6,pseudo,23
almost,0.63563,1,6,real,23
air,0.66323,1,3,real,23
garment,0.711015,1,7,real,23
no,0.6075,0,2,real,23
reverse,1.086055,1,7,real,23
inni,0.829845,1,4,pseudo,23
is,0.702745,1,2,real,23
accastanct,0.857415,1,10,pseudo,23
che,1.004035,1,3,pseudo,23
sildal,0.899355,1,6,pseudo,23
number,0.799465,1,6,real,23
ypla,0.806635,1,4,pseudo,23
pumer,0.8135,0,5,pseudo,23
homogeneous,0.699425,0,11,real,23
totoseneian,0.93337,1,11,pseudo,23
sould,0.76826,0,5,pseudo,23
serning,0.715525,1,7,pseudo,23
light,0.66456,1,5,real,23
naw,2.33498,0,3,pseudo,23
lape,1.33338,0,4,pseudo,23
moon,0.89354,1,4,real,23
must,0.56644,1,4,real,23
brush,0.60811,1,5,real,23
power,0.682925,1,5,real,23
sholt,0.90773,1,5,pseudo,23
sheas,0.76626,1,5,pseudo,23
trood,1.06579,1,5,pseudo,23
insows,0.899395,1,6,pseudo,23
natural,0.680555,1,7,real,23
signal,0.56679,1,6,real,23
potent,0.643985,1,6,real,23
of,0.68939,1,2,real,23
knew,0.38194,1,4,real,23
clought,0.77279,1,7,pseudo,23
father,0.732935,1,6,real,23
charring,0.852975,0,8,real,23
lost,0.61875,1,4,real,23
strosh,0.683095,1,6,pseudo,23
open,0.419105,1,4,real,23
recorse,0.666525,1,7,pseudo,23
mpju,0.616725,1,4,pseudo,23
na,0.4361,1,2,pseudo,23
garbant,1.258185,1,7,pseudo,23
arf,0.526055,1,3,pseudo,23
congusozation,0.62402,1,13,pseudo,23
the,0.38512,1,3,real,23
vesural,0.856565,1,7,pseudo,23
tried,0.57363,1,5,real,23
cowboy,0.540865,1,6,real,23
new,0.57398,1,3,real,23
morning,0.46606,1,7,real,23
live,0.372155,1,4,real,23
liffs,0.33236,0,5,pseudo,23
she,0.85289,1,3,real,23
hust,0.584925,1,4,pseudo,23
quen,0.66687,1,4,pseudo,23
configuration,0.66159,1,13,real,23
loms,0.57819,1,4,pseudo,23
could,0.403185,1,5,real,23
jump,0.504555,1,4,real,23
rescets,0.78528,1,7,pseudo,23
wread,0.60021,1,5,pseudo,23
molent,0.51793,1,6,pseudo,23
finally,0.567615,1,7,real,23
cowbim,0.80054,1,6,pseudo,23
cag,0.73479,1,3,pseudo,23
moop,1.018155,1,4,pseudo,23
fasees,0.616965,1,6,pseudo,23
lame,0.68261,1,4,real,23
fine,0.56716,1,4,real,23
os,0.80997,1,2,pseudo,23
ot,0.551305,1,2,pseudo,23
brought,0.64317,1,7,real,23
tha,0.752835,1,3,pseudo,23
chanding,0.761225,1,8,pseudo,23
fing,0.78627,1,4,pseudo,23
knead,0.66645,1,5,real,23
brubs,0.64539,1,5,pseudo,23
timelly,0.499105,0,7,pseudo,23
into,0.83718,1,4,real,23
shoes,0.507205,1,5,real,23
oban,0.6872,1,4,pseudo,23
tascer,0.49246,1,6,pseudo,23
famous,0.622965,1,6,real,23
strong,0.429245,1,6,real,23
red,0.418955,1,3,real,23
justice,0.48701,1,7,real,23
twew,0.541095,1,4,pseudo,23
accustomed,1.05373,1,10,real,23
then,1.01848,1,4,real,23
repress,0.888495,0,7,real,23
play,0.52397,1,4,real,23
vlei,0.55954,1,4,pseudo,23
jostile,0.5451,1,7,pseudo,23
car,0.5497,1,3,real,23
again,1.697775,1,5,real,23
bone,0.904425,1,4,real,23
cat,0.73012,1,3,real,23
as,0.91259,1,2,real,23
alipol,1.158255,1,6,pseudo,23
better,0.8158,1,6,real,23
never,0.660435,1,5,real,23
thank,0.59888,1,5,real,23
dood,0.912275,1,4,pseudo,23
sids,0.632475,0,4,pseudo,23
flankfopper,1.18712,1,11,pseudo,23
space,0.733615,1,5,real,23
bove,0.80302,1,4,pseudo,23
ap,0.843035,1,2,pseudo,23
sphere,1.023225,1,6,real,23
sail,0.719905,1,4,real,23
mader,1.287345,0,5,pseudo,23
describe,1.210745,1,8,real,23
pretty,0.77007,1,6,real,23
agreed,0.87458,1,6,real,23
etecants,0.81722,1,8,pseudo,23
paper,0.61626,1,5,real,23
whose,0.85257,1,5,real,23
dag,2.488525,1,3,pseudo,23
able,1.11833,1,4,real,23
qualify,0.983775,1,7,real,23
germantia,1.65251,1,9,pseudo,23
mannanency,1.61029,1,10,pseudo,23
nuder,1.31273,1,5,pseudo,23
grat,1.2512,1,4,pseudo,23
overwhelm,1.593595,1,9,real,23
dat,1.44135,1,3,pseudo,23
beller,1.26227,1,6,pseudo,23
ar,1.61918,0,2,pseudo,23
understand,1.688925,1,10,real,23
phlere,1.644545,1,6,pseudo,23
investigate,0.945585,1,11,real,23
people,0.72269,1,6,real,23
shotty,0.670705,0,6,pseudo,23
invectiress,0.792385,1,11,pseudo,23
cotosks,0.655625,1,7,pseudo,23
utashing,0.982865,1,8,pseudo,23
underchime,1.18495,1,10,pseudo,23
upending,0.93415,0,8,real,23
wood,0.766415,1,4,real,23
daople,0.751215,1,6,pseudo,23
creat,0.71808,0,5,pseudo,23
bulbet,0.85112,1,6,pseudo,23
help,0.68337,1,4,real,23
snose,0.81841,0,5,pseudo,23
back,0.6345,1,4,real,23
besime,0.65049,1,6,pseudo,23
woft,0.98249,1,4,pseudo,23
permanency,1.1839,1,10,real,23
work,0.568025,1,4,real,23
however,0.733765,1,7,real,23
without,0.51701,1,7,real,23
great,0.53397,1,5,real,23
overtruan,1.03288,0,9,pseudo,23
hadder,0.95064,1,6,pseudo,23
telechinct,1.000565,1,10,pseudo,23
cologne,0.616925,0,7,real,23
he,0.69957,1,2,real,23
dog,0.650045,1,3,real,23
two,0.451555,1,3,real,23
animal,0.50065,1,6,real,23
thantboard,0.701215,1,10,pseudo,23
fafever,1.020465,1,7,pseudo,23
hammer,0.856835,1,6,real,23
fast,0.86134,1,4,real,23
them,0.516045,0,4,real,23
budget,1.091815,1,6,real,23
bads,0.607005,0,4,pseudo,23
ablood,0.62143,0,6,pseudo,23
spat,0.539845,1,4,real,23
fave,0.460505,0,4,pseudo,23
destrifs,0.818395,1,8,pseudo,23
elements,0.79198,0,8,real,23
sick,0.89438,1,4,real,23
grasshopper,0.850015,1,11,real,23
gaian,1.35353,0,5,pseudo,23
hect,0.83953,1,4,pseudo,23
skateboard,0.91691,1,10,real,23
become,0.81689,1,6,real,23
an,0.865955,1,2,real,23
yos,1.08396,0,3,pseudo,23
yes,0.684855,1,3,real,23
clomify,0.7677,1,7,pseudo,23
ther,0.700675,0,4,pseudo,23
sain,0.183315,1,4,pseudo,23
telescoped,0.81699,0,10,real,23
guarantee,0.884015,1,9,real,23
khtna,0.767175,1,5,pseudo,23
pop,0.77004,1,3,real,23
wto,0.700375,1,3,pseudo,23
wirtoul,0.759265,1,7,pseudo,23
asca,0.9332,1,4,pseudo,23
hu,1.01092,1,2,pseudo,23
pon,0.769485,1,3,pseudo,23
slace,0.745635,1,5,pseudo,23
meat,0.719325,1,4,real,23
om,0.805275,1,2,pseudo,23
esslyots,0.688395,1,8,pseudo,23
everyone,0.796325,1,8,real,23
through,0.65395,0,7,real,23
spell,0.601695,0,5,real,23
only,0.504635,1,4,real,23
goud,0.98857,1,4,pseudo,23
plays,0.689105,1,5,real,23
office,0.67904,1,6,real,23
candy,0.534015,1,5,real,23
spoll,0.700095,0,5,pseudo,23
groon,0.649045,0,5,pseudo,23
unger,0.6671,1,5,pseudo,23
ip,0.9196,1,2,pseudo,23
nied,0.633385,1,4,pseudo,23
children,0.77108,1,8,real,23
en,0.97188,1,2,pseudo,23
street,0.5846,1,6,real,23
banny,1.032475,0,5,pseudo,23
et,1.13247,1,2,pseudo,23
lkoo,0.76965,1,4,pseudo,23
miss,0.77385,1,4,real,23
fawerty,0.832385,1,7,pseudo,23
even,0.85181,1,4,real,23
da,0.79969,1,2,pseudo,23
on,0.769935,1,2,real,23
fireer,0.8575,1,6,pseudo,23
hane,0.832505,0,4,pseudo,23
be,0.868045,1,2,real,23
after,0.79313,1,5,real,23
leald,1.07352,0,5,pseudo,23
ro,0.910365,1,2,pseudo,23
scays,0.85107,1,5,pseudo,23
cas,0.85402,1,3,pseudo,23
beeching,0.77821,1,8,pseudo,23
bi,0.90043,1,2,pseudo,23
long,0.69338,1,4,real,23
hencory,0.720855,1,7,pseudo,23
history,0.667135,0,7,real,23
round,0.791625,1,5,real,23
at,0.78285,1,2,real,23
can,0.949515,1,3,real,23
green,0.681595,1,5,real,23
will,0.48306,1,4,real,23
ruticole,0.85401,1,8,pseudo,23
dryer,0.794785,0,5,real,23
hore,0.931635,1,4,pseudo,23
wawed,0.85137,1,5,pseudo,23
tfaer,0.72608,1,5,pseudo,23
complete,0.750625,1,8,real,23
enan,0.649365,1,4,pseudo,23
other,0.65979,1,5,real,23
tister,0.78558,1,6,pseudo,23
place,0.856435,1,5,real,23
polarize,0.62326,0,8,real,23
losh,0.525405,0,4,pseudo,23
building,0.494095,0,8,real,23
need,0.593495,1,4,real,23
complase,0.76939,0,8,pseudo,23
mich,0.617205,0,4,pseudo,23
spu,0.85623,1,3,pseudo,23
winter,6.203635,1,6,real,23
sint,2.702095,1,4,pseudo,23
rackle,10.21595,0,6,pseudo,23
liberty,0.86804,1,7,real,23
in,0.58316,1,2,real,23
faster,0.58346,1,6,real,23
watch,0.661005,1,5,real,23
more,0.578455,1,4,real,23
pocorism,0.75558,1,8,pseudo,23
loak,0.82909,1,4,pseudo,23
gravel,1.05926,1,6,real,23
learn,0.73624,1,5,real,23
sing,0.68343,1,4,real,23
farmer,0.612405,1,6,real,23
signaller,0.69132,0,9,real,23
drnuo,0.6547,1,5,pseudo,23
spy,0.652295,1,3,real,23
crovel,0.66693,1,6,pseudo,23
umly,0.583305,0,4,pseudo,23
peace,0.64352,1,5,real,23
ganter,0.755515,1,6,pseudo,23
pickle,0.76611,1,6,real,23
toy,0.771175,1,3,real,23
do,0.76488,1,2,real,23
look,0.643935,1,4,real,23
tok,0.916315,1,3,pseudo,23
chigshen,0.62736,1,8,pseudo,23
pealt,0.88255,0,5,pseudo,23
uffive,0.468995,1,6,pseudo,23
streat,0.66745,0,6,pseudo,23
mout,0.628725,1,4,pseudo,23
spuer,0.450605,0,5,pseudo,23
wist,0.649825,0,4,pseudo,23
so,0.599165,0,2,real,23
sobsaller,0.54974,0,9,pseudo,23
ridicule,0.22661,0,8,real,23
have,0.592965,1,4,real,23
good,0.533715,1,4,real,23
cuppom,0.59557,0,6,pseudo,23
winner,0.46864,1,6,real,23
ag,0.633935,1,2,pseudo,23
cotplicant,0.587505,1,10,pseudo,23
waay,0.80223,0,4,pseudo,23
invent,0.58538,0,6,real,23
yammering,0.635535,0,9,real,23
drustion,0.631835,1,8,pseudo,23
fruit,0.579165,1,5,real,23
question,0.774955,1,8,real,23
wase,0.71529,0,4,pseudo,23
freat,0.764985,1,5,pseudo,23
best,0.46623,1,4,real,23
mystery,0.41756,0,7,real,23
cibsus,0.452585,0,6,pseudo,23
compliment,0.700905,1,10,real,23
guoys,0.930795,0,5,pseudo,23
crit,0.901595,1,4,pseudo,23
went,0.58464,1,4,real,23
orn,0.785525,1,3,pseudo,23
coth,0.83105,1,4,pseudo,23
circus,0.77585,1,6,real,23
beeltisul,0.991345,0,9,pseudo,23
ganner,0.76679,1,6,pseudo,23
here,0.619505,1,4,real,23
purshare,0.643585,1,8,pseudo,23
ef,0.72183,1,2,pseudo,23
swollen,0.668825,0,7,real,23
come,0.68737,1,4,real,23
slellen,0.771755,1,7,pseudo,23
you,0.5721,0,3,real,23
trull,0.800295,0,5,pseudo,23
old,0.669305,1,3,real,23
hant,1.418495,0,4,pseudo,23
bledge,0.859995,1,6,pseudo,23
begin,0.49843,0,5,real,23
from,10.598615,1,4,real,23
bot,0.019065,0,3,pseudo,23
beautiful,0.649965,1,9,real,23
mistake,0.66255,1,7,real,23
am,0.62751,1,2,real,23
away,0.624785,1,4,real,23
ball,0.558705,1,4,real,23
huge,0.6728,0,4,real,23
gibs,0.63503,1,4,pseudo,23
slit,0.791535,0,4,real,23
chance,0.67327,1,6,real,23
bere,0.54262,0,4,pseudo,23
family,0.558825,1,6,real,23
bams,0.55902,0,4,pseudo,23
if,1.76897,1,2,real,23
hot,0.55358,1,3,real,23
my,0.56936,1,2,real,23
wews,0.585245,1,4,pseudo,23
charks,0.717225,1,6,pseudo,23
shine,0.57964,1,5,real,23
sudsage,0.54911,0,7,pseudo,23
black,0.56506,1,5,real,23
just,0.500045,1,4,real,23
benon,0.645965,1,5,pseudo,23
ge,0.66075,1,2,pseudo,23
some,0.561125,1,4,real,23
think,0.532815,1,5,real,23
tate,0.56691,1,4,pseudo,23
mistive,0.5664,1,7,pseudo,23
hand,0.73803,1,4,real,23
give,0.540565,1,4,real,23
uoy,0.605565,1,3,pseudo,23
hy,0.74954,1,2,pseudo,23
hus,0.597545,1,3,pseudo,23
shink,0.675645,0,5,pseudo,23
purchase,0.544335,1,8,real,23
guess,0.4351,1,5,real,23
go,0.552325,1,2,real,23
but,0.58433,1,3,real,23
piscil,0.567755,1,6,pseudo,23
sausage,0.984495,1,7,real,23
mot,0.901665,0,3,pseudo,23
blans,0.73263,1,5,pseudo,23
reeh,0.53255,1,4,pseudo,23
hktni,0.5949,1,5,pseudo,23
spring,0.467545,1,6,real,23
fror,0.44044,1,4,pseudo,23
his,0.638155,1,3,real,23
ujst,0.53943,1,4,pseudo,23
pledge,0.4606,0,6,real,23
up,0.498235,1,2,real,23
hube,0.56577,1,4,pseudo,23
inpant,0.611465,1,6,pseudo,23
take,0.69132,1,4,real,23
holily,0.622535,1,6,pseudo,23
shring,0.685525,1,6,pseudo,23
want,0.583455,1,4,real,23
duttery,0.585345,1,7,pseudo,23
custom,0.5036,1,6,real,23
soth,0.68482,1,4,pseudo,23
zembering,0.662175,1,9,pseudo,23
ud,0.59524,1,2,pseudo,23
pencil,0.59447,1,6,real,23
truck,0.533475,1,5,real,23
speveal,2.266425,1,7,pseudo,41
appropriates,1.249845,1,12,real,41
nop,1.060935,1,3,pseudo,41
arm,1.98621,1,3,real,41
ees,1.42194,1,3,pseudo,41
going,1.092295,1,5,real,41
arsher,1.86573,0,6,pseudo,41
acquisitiveness,1.1001,0,15,real,41
runey,2.016605,0,5,pseudo,41
stass,1.29567,1,5,pseudo,41
part,0.95257,1,4,real,41
time,0.76948,1,4,real,41
strange,1.33341,1,7,real,41
man,0.850425,1,3,real,41
money,0.80044,1,5,real,41
left,0.88322,1,4,real,41
kind,1.16481,1,4,real,41
bangs,1.172025,1,5,real,41
stop,0.715565,1,4,real,41
ways,0.80073,1,4,real,41
lant,3.13344,1,4,pseudo,41
leld,2.13273,1,4,pseudo,41
see,0.78403,1,3,real,41
napery,1.297155,0,6,real,41
wared,3.017025,1,5,pseudo,41
hitter,2.151715,0,6,pseudo,41
fattify,2.0232,1,7,pseudo,41
stamp,1.100085,1,5,real,41
stain,0.95031,1,5,real,41
river,1.06811,1,5,real,41
collapse,0.999515,1,8,real,41
stail,0.834525,0,5,pseudo,41
answer,1.133845,1,6,real,41
immiterise,1.250475,1,10,pseudo,41
contive,1.869195,0,7,pseudo,41
fistory,1.30071,1,7,pseudo,41
warpen,2.1178,1,6,pseudo,41
ggnoi,1.28449,1,5,pseudo,41
collosks,1.310495,0,8,pseudo,41
dooseful,1.750595,1,8,pseudo,41
impoverish,0.983075,0,10,real,41
land,0.84236,1,4,real,41
distance,1.18441,1,8,real,41
resolve,1.215575,1,7,real,41
strarms,1.38248,0,7,pseudo,41
ston,1.133365,1,4,pseudo,41
molk,1.64963,1,4,pseudo,41
me,1.11808,1,2,real,41
down,1.883945,1,4,real,41
seadrill,0.950315,1,8,pseudo,41
te,2.44968,1,2,pseudo,41
bawed,2.286315,1,5,pseudo,41
contain,0.895925,1,7,real,41
baafness,1.66591,0,8,pseudo,41
alk,3.317205,1,3,pseudo,41
find,0.717515,1,4,real,41
wndo,1.200945,1,4,pseudo,41
garden,1.233145,1,6,real,41
ase,4.18497,1,3,pseudo,41
rebosks,3.199115,1,7,pseudo,41
idthepiates,0.963725,1,11,pseudo,41
special,3.765,0,7,real,41
jewel,1.83329,1,5,real,41
pame,5.5021,1,4,pseudo,41
tice,5.37038,1,4,pseudo,41
cow,0.734725,1,3,real,41
roder,3.21263,0,5,pseudo,41
oenc,0.914995,1,4,pseudo,41
waves,2.53293,1,5,real,41
fatter,1.195215,1,6,real,41
plane,0.667105,1,5,real,41
imeyits,1.262025,1,7,pseudo,41
once,0.68387,1,4,real,41
ancrusinishness,1.352675,1,15,pseudo,41
hom,1.21463,1,3,pseudo,41
milk,0.800525,1,4,real,41
cok,0.90131,1,3,pseudo,41
swane,1.8522,1,5,pseudo,41
distides,1.531885,1,8,pseudo,41
han,2.799615,1,3,pseudo,41
doubtful,1.685265,0,8,real,41
testify,1.61905,1,7,real,41
fish,0.764805,1,4,real,41
kile,3.332585,1,4,pseudo,41
sun,0.866375,1,3,real,41
wass,1.05022,1,4,pseudo,41
fite,2.358285,1,4,pseudo,41
him,0.9977,1,3,real,41
nap,1.151715,0,3,real,41
de,3.339875,1,2,pseudo,41
mun,0.951165,1,3,pseudo,41
we,1.199545,1,2,real,41
library,2.88519,1,7,real,41
imagine,0.972565,1,7,real,41
and,0.709725,1,3,real,41
fimp,1.282195,1,4,pseudo,41
business,1.58362,1,8,real,41
seashell,2.163955,1,8,real,41
vosery,2.317295,1,6,pseudo,41
jixel,0.860215,1,5,pseudo,41
fasees,1.33143,0,6,pseudo,41
signal,0.9452,1,6,real,41
lost,0.934775,1,4,real,41
moon,3.150945,1,4,real,41
mpju,1.39985,1,4,pseudo,41
charring,2.82189,1,8,real,41
lame,3.082825,1,4,real,41
rescets,1.93229,0,7,pseudo,41
twew,1.21355,1,4,pseudo,41
air,0.866715,1,3,real,41
insows,1.21466,1,6,pseudo,41
live,1.051715,1,4,real,41
nurger,2.304615,1,6,pseudo,41
tha,1.039665,1,3,pseudo,41
knew,0.80853,1,4,real,41
wread,1.67984,0,5,pseudo,41
short,1.966955,1,5,real,41
inni,1.181025,1,4,pseudo,41
sheas,3.86602,1,5,pseudo,41
albust,1.917665,1,6,pseudo,41
jostile,2.39996,0,7,pseudo,41
garment,4.65107,0,7,real,41
vlei,1.16785,0,4,pseudo,41
morning,1.19786,1,7,real,41
cowbim,3.88493,0,6,pseudo,41
cag,1.31637,1,3,pseudo,41
ypla,0.967175,1,4,pseudo,41
must,0.799705,1,4,real,41
pumer,2.7845,0,5,pseudo,41
is,1.03352,1,2,real,41
cowboy,2.355895,1,6,real,41
accustomed,2.06681,1,10,real,41
totoseneian,2.030345,1,11,pseudo,41
fine,1.017365,1,4,real,41
garbant,1.532755,0,7,pseudo,41
red,0.763785,1,3,real,41
finally,0.817485,1,7,real,41
accastanct,2.265535,1,10,pseudo,41
natural,0.93229,1,7,real,41
tried,1.650475,1,5,real,41
jump,0.75033,1,4,real,41
then,0.767645,1,4,real,41
naw,2.10085,1,3,pseudo,41
almost,0.78597,1,6,real,41
clought,1.0834,1,7,pseudo,41
trood,5.150085,1,5,pseudo,41
famous,1.049705,1,6,real,41
recorse,3.35027,0,7,pseudo,41
potent,2.43227,0,6,real,41
no,0.8658,1,2,real,41
into,0.68235,1,4,real,41
lape,1.3926,1,4,pseudo,41
na,0.800965,1,2,pseudo,41
che,1.0059,1,3,pseudo,41
fing,2.544275,1,4,pseudo,41
car,0.683115,1,3,real,41
the,0.683495,1,3,real,41
open,0.900345,1,4,real,41
chanding,2.18461,1,8,pseudo,41
congusozation,2.86326,1,13,pseudo,41
sholt,1.685325,0,5,pseudo,41
sildal,1.383535,1,6,pseudo,41
loms,1.055085,1,4,pseudo,41
power,1.985195,1,5,real,41
inside,0.784335,1,6,real,41
vesural,2.315205,1,7,pseudo,41
knead,3.3191,1,5,real,41
justice,0.99991,1,7,real,41
reverse,1.25059,1,7,real,41
liffs,1.08509,1,5,pseudo,41
play,0.73304,1,4,real,41
could,0.748865,1,5,real,41
quen,2.14851,1,4,pseudo,41
moop,1.449975,1,4,pseudo,41
timelly,0.96826,0,7,pseudo,41
shoes,0.81741,1,5,real,41
of,1.86723,1,2,real,41
tascer,2.266305,1,6,pseudo,41
configuration,1.399435,1,13,real,41
brush,0.833075,1,5,real,41
os,2.25012,1,2,pseudo,41
father,0.761375,1,6,real,41
hust,0.872195,0,4,pseudo,41
repress,1.587,0,7,real,41
ot,0.84976,1,2,pseudo,41
strong,1.834415,1,6,real,41
she,1.23004,1,3,real,41
sould,0.69801,0,5,pseudo,41
molent,1.851225,0,6,pseudo,41
oban,0.90061,1,4,pseudo,41
strosh,2.802285,1,6,pseudo,41
brubs,2.000725,1,5,pseudo,41
number,1.536995,0,6,real,41
homogeneous,1.38321,1,11,real,41
med,3.13454,0,3,pseudo,41
arf,1.51515,1,3,pseudo,41
light,1.832575,1,5,real,41
serning,3.152375,0,7,pseudo,41
new,1.097405,1,3,real,41
brought,1.772405,1,7,real,41
pretty,1.893255,1,6,real,41
yos,0.934575,1,3,pseudo,41
invectiress,1.93837,1,11,pseudo,41
utashing,1.813195,0,8,pseudo,41
qualify,0.9287,1,7,real,41
fave,1.69793,1,4,pseudo,41
mader,2.69863,1,5,pseudo,41
paper,0.747755,1,5,real,41
woft,7.51763,1,4,pseudo,41
great,0.716405,1,5,real,41
asca,6.66604,1,4,pseudo,41
thank,0.883295,1,5,real,41
bads,1.19659,0,4,pseudo,41
besime,1.66577,1,6,pseudo,41
whose,0.97076,1,5,real,41
germantia,2.05629,1,9,pseudo,41
gaian,1.37407,1,5,pseudo,41
bone,1.00123,1,4,real,41
without,0.832515,1,7,real,41
two,0.59725,1,3,real,41
destrifs,1.34746,0,8,pseudo,41
shotty,1.11785,1,6,pseudo,41
sids,1.81683,0,4,pseudo,41
agreed,1.39997,1,6,real,41
nuder,6.81785,1,5,pseudo,41
sain,2.71678,0,4,pseudo,41
investigate,1.32241,1,11,real,41
as,0.96012,1,2,real,41
hadder,2.280455,1,6,pseudo,41
underchime,2.60188,1,10,pseudo,41
them,1.11695,1,4,real,41
wood,4.120385,1,4,real,41
budget,0.74936,1,6,real,41
animal,0.866725,1,6,real,41
upending,1.850955,0,8,real,41
sick,0.70047,1,4,real,41
skateboard,0.931115,1,10,real,41
bove,1.1332,1,4,pseudo,41
grat,1.300155,1,4,pseudo,41
sphere,2.867865,1,6,real,41
pon,0.83594,1,3,pseudo,41
thantboard,2.219995,1,10,pseudo,41
wirtoul,1.634905,1,7,pseudo,41
dood,0.916875,1,4,pseudo,41
beller,4.58319,0,6,pseudo,41
fafever,1.21881,1,7,pseudo,41
work,0.82782,1,4,real,41
cologne,1.56431,0,7,real,41
wto,1.066615,1,3,pseudo,41
fast,0.76598,1,4,real,41
people,0.76689,1,6,real,41
describe,0.82973,1,8,real,41
dat,1.39673,1,3,pseudo,41
snose,5.480025,1,5,pseudo,41
dag,2.8997,1,3,pseudo,41
sail,0.716785,1,4,real,41
hect,3.684605,1,4,pseudo,41
never,0.702115,1,5,real,41
etecants,2.66814,0,8,pseudo,41
an,0.765805,1,2,real,41
clomify,1.397155,1,7,pseudo,41
understand,2.78249,1,10,real,41
phlere,1.65072,1,6,pseudo,41
spat,3.232465,0,4,real,41
mannanency,1.650955,1,10,pseudo,41
pop,1.7161,1,3,real,41
ablood,2.25068,1,6,pseudo,41
however,0.9341,1,7,real,41
yes,0.71573,1,3,real,41
bulbet,3.198385,1,6,pseudo,41
again,0.70239,1,5,real,41
overwhelm,2.902905,1,9,real,41
overtruan,1.36717,1,9,pseudo,41
alipol,1.650355,1,6,pseudo,41
creat,1.94978,1,5,pseudo,41
he,0.76715,1,2,real,41
telescoped,1.34906,0,10,real,41
cotosks,1.432555,0,7,pseudo,41
dog,0.786345,1,3,real,41
grasshopper,1.25003,1,11,real,41
become,0.822165,1,6,real,41
hu,1.45394,1,2,pseudo,41
hammer,1.1187,1,6,real,41
elements,1.101175,1,8,real,41
telechinct,2.20091,1,10,pseudo,41
help,0.65079,1,4,real,41
permanency,1.216925,1,10,real,41
better,0.75063,1,6,real,41
